Screenshot,Center,Holes (0-5),Link 0,Link 1,Link 2,Link 3,Link 4,Link 5,Status,Who?,Notes,,,,,,,,This is a Dupe,Probably an Error
https://cdn.discordapp.com/attachments/668144053665136651/668179861512257557/20200118143349_1.jpg,Blank,3,DSCHHCB,CHBHDBB,HCHDTBT,HCBSHTB,SHSSHHH,HHHHPPC,Duplicate,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,
https://gyazo.com/0f23028392826d3b5fa6eeb64d587961,Clover,"1,2",DSCHSBT,HBDDSPH,CHSSHHH,SBSPCTH,SBDBBDD,CCSPSPB,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://images-ext-1.discordapp.net/external/V-rhaovC6GAYDOQlKS_CmVo5TL5iyH4FhIDpjuWgtUs/https/i.gyazo.com/thumb/1200/54ca8d896406a7a03e0d5e4462ccc00a-png.jpg,Clover,1,DSCHTDD,TDDHHTS,BBBBCBC,PTTPDHC,DSDHBPB,CDPSBCC,Duplicate,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/667145204385579009/667406265793642558/Emblem_code_Titan_1.jpg,Blank,"1,5",DSCSCPP,HDDTBDP,HDCPSDB,DPBHHDS,DHTTSPT,SBBCDST,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://i.imgur.com/are1ye4.jpg,Blank,4,DSCTTST,HPCPTCT,PCPDHTP,HTDBBCP,SHCSHBC,HCCDPDD,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/667869313423638539/667925243125563402/Destiny_2_Screenshot_2020.01.17_-_21.10.59.10.png,Blank,2,DSDBPSP,SHDDDHB,THDCHHT,PTHPSBB,DSHHSHH,BTHDSTT,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/666872924967403550/667789803730763806/tiger_release_final_20200117_205713.png,Blank,"2,3,5",DSDBSCD,SDBCCHP,DDDTTBT,TBDSPPS,PBDHTCT,HHTSDHC,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/666872924967403550/667789803730763806/tiger_release_final_20200117_205713.png,Blank,"2,3,5",DSDBSCD,SDBCCHP,DDDTTBT,TBDSPPS,PBDHTCT,HHTSDHC,Duplicate,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,
https://imgur.com/a/nXsRU4j,Blank,3,DSDDSCP,BBBBBBB,BBBBBBB,SSHBDCP,TTCSBBS,PSBTSDD,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/667777756435841025/667778439692156928/tiger_release_final_20200117_114552.png,Blank,"1,4,5",DSDPBBD,DSPTSPC,BSDHDDT,CPBHSCC,DPTDHCT,DCTDSCH,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
20200117132445_1.jpg,Clover,4,DSDPBDH,SDPBCBB,HTPTPHT,SHSHHDB,CBTTCCH,PHBBDDC,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://drive.google.com/open?id=1iYhN7oCDqY3Yjk63wMywzu8EpJHcIMnH,Blank,4,DSDPHSH,SSDHPBD,SDBTSTP,TBHDHSS,DHSDBTD,DDBTHSC,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://imgur.com/a/pmsyugO,Blank,1,DSDSBPS,BHSPPCH,TTDHBTD,HDCBBTP,TSDCBDB,PDTCBHC,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/667145204385579009/668278048197705748/image1.jpg,Blank,"1,2,5",DSHBBHT,CSDSBTP,CPTPBCP,CPSSCHH,BTCBCTP,SHPBSDD,Verified,ash,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://steamcommunity.com/sharedfiles/filedetails/?id=1972341259,Blank,3,DSHCCDH,TTTCHBB,SPSSSHS,CBCDHBB,SCTCSDC,CBBBTSH,Verified,ash,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/666872924967403550/667371331528163343/PS_Messages_20200116_091244.jpg,Blank,"1,3,5",DSHHDTS,TDCSCPD,HTBPCCS,TDSCHCP,BSSCCSS,SBCBBCP,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://media.discordapp.net/attachments/666873697763590144/667779449953058826/unknown.png?width=895&height=560,Blank,"0,3",DSHSSDB,CCCPPDS,HBHBBDB,DDHSDTC,DPSPDTB,HPHSTBD,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/667849167728541706/667908306282741770/DartW4.png,Blank,"0,3",DSHSSDB,CCCPPDS,HBHBBDB,DDHSDTC,DPSPDTB,HPHSTBD,Duplicate,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,
https://drive.google.com/open?id=1FSJfaRsT7TpupWb_QHUNpr6dOAc7Qc9A,Blank,"1,3",DSHSTPC,PBBBBPC,DBPSBTH,HBBDDBD,SHPPSCT,TPCSPTB,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://imgur.com/a/ZtGJN0a,Blank,"1,3",DSHSTPC,PBBBBPC,DBPSBTH,HBBDDBD,SHPPSCT,TPCSPTB,Duplicate,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,
https://imgur.com/a/gmEPjD7,Blank,"3,4",DSHTDBH,CPDHHTB,PPHCHHH,PHHBTPC,HSBHCHB,BHSSPHB,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://drive.google.com/open?id=17iUzrwr8XioIt8a-dzHqBycuTto6VH7I,Blank,4,DSHTSPC,DTBPBSD,SHBBPBP,HSHHDHT,PHDHCDS,PHHBSHC,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/75277491ebc2f2c93a6265a700908b01,Blank,4,DSPBBDD,TSDHCHH,CPBTPBT,DCBHDHS,BPPCSHS,HDBBHBT,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/666872924967403550/667097566587912224/tiger_release_final_20200115_210524.png,Snake,"0,4",DSPCHPD,BCTCPPB,PPCCBHH,DDTCSPS,HSDDHPP,SSPBCPP,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/666873697763590144/667781411419193354/tiger_release_final_20200117_111848_h2.png,Blank,"1,3",DSPDCTB,PDTPSPB,PSTSDDS,PPHPTHT,BPBCHHP,SHTPSHS,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/33358447357222350b5015fed3d14c72,Blank,"1,4",DSPDSSS,CHSCBTD,CHPTSTC,PBDSDDT,BCSBTBS,BSSBTCD,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/660799755563040771/666869796175872009/unknown.png,Blank,"2,5",DSPDSTS,BBCHBCT,DSHSPHS,PHBBSSH,BPCSBBD,BSHHHTB,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/4629e849ab03b8823b72369abcb60fbc,Blank,4,DSPHDSS,SPCBDSP,HSDTSHD,DPBSPHT,THTSCBH,HPCPDCB,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://drive.google.com/open?id=1TM13OlK7OiJ8UGJkICf9t7ls5UqkDwkS,Blank,2,DSPHHTB,HHCCDHB,TCHSHHC,SBPSSTP,HSPTBTH,SHSHSPB,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://drive.google.com/open?id=1ik3BfQ0lsmE5rmRsfSXvSWmt2v4EarVC,Blank,2,DSPHHTB,HHCCDHB,TCHSHHC,SBPSSTP,HSPTBTH,SHSHSPB,Duplicate,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,
https://gyazo.com/dcd955f459ce5e019d83aa3be98b4309,Blank,0,DSPSDCH,PDBDSSB,PBHSPPS,HCSDPHD,SDTCTCC,PBBTBDS,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/ac2f09785be821d402ef50039ba83da1,Blank,"0,4",DSSBDSB,DHSCTPB,CTDPPSH,PTCTPTD,TBBPPSD,PBCPCTP,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://i.imgur.com/UU6LOjQ.jpg,Blank,4,DSSBDTP,SBHDBHT,HBCSPTS,SHDDPHP,BCSHTTS,PHPBDTB,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://media.discordapp.net/attachments/666872924967403550/667139620160405524/tiger_release_final_20200115_174336.png?width=1202&height=677,Blank,"1,2,3,5",DSSBPCH,HHSHDPS,TPPHPCB,CHBHPCB,SPHDSBB,TTCBPSP,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://drive.google.com/open?id=1pU9bIarpgHb030QCHwhEUbn4as8o-9PV,Blank,5,DSSBPHS,THPDSCT,HSBCSCD,BHTSTTS,BDHSBSC,DCTBSDC,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/426b374f87b64b2df23aa2026a49ab63,Blank,"0,1,4",DSSHBTB,HHHTDDH,HPBCDTC,TPTSBCD,SBDPHPD,SPHSTSS,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://i.imgur.com/swNBLAG.jpg,Snake,"1,4",DSSHDBP,DPBBSDT,BSHTPPH,SDPBCTH,PTSPPHH,HCPHTTC,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/667486768941236235/667548249904775168/Destiny_2_Screenshot_2020.01.16_-_18.48.56.66.png,Blank,2,DSSPPDP,HBTCDDH,PSTBHHS,SSBPPHB,STBTHCS,BDSPPBS,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/667145204385579009/667812921593692211/unknown.png,Blank,"0,1,4",DSSPTDC,THBPSPP,SBPSHDS,CCDBTDD,CPSHBDD,TBTDSPP,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/82381866d4faf86ebb5fc9331f3f54fd,Blank,"1,4,5",DSSPTHC,STSCCPP,CCPPBPP,PBBTHTH,BBDBHPC,HBDDHBH,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://imgur.com/HiITCft,Blank,"1,2,5",DSSSBBD,PTBTCHH,DDTSHCS,BSPDDBP,CPHBTBS,TTCPBST,Verified,,Fixed holes,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/364151761797382145/667378940536553503/Screenshot_483.png,Blank,"1,3,4,5",DSSSDCP,CPDTHPT,THHCDSH,BHDTBCB,HPBCSCC,HDDBTCC,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/584962523862663168/667289870447804423/unknown.png,Snake,"2,4",DSSSHHS,HPTHTSD,SBSCHBH,PSCDSDH,DSHBBHP,CPCSBHB,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/dc8deebbc700bd672e37e1bbfd3b465d,Blank,"1,4",DSSTHDH,DCCTDSS,SCTCDPD,PDTCSCH,PSHPSPH,DDHSSDC,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://drive.google.com/open?id=1BlRBIIQHD3YBFLh-ceBjsZG8bbRg32qV,Blank,"4,5",DSSTPDD,CPHHCSD,HBSDTCS,BPSBDTB,HHCPCPS,CHPDBPD,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://media.discordapp.net/attachments/667499790950465537/667508843483234328/160f028773c9372a95300ed3362b80fd.png,Blank,"1,5",DSTBHCD,PBCDBCS,CHBHTPS,CDSSPSB,SSDTSCH,HBDBHDS,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/667777756435841025/667785705996681226/tiger_release_final_20200117_122004.png,Blank,"1,4",DSTCBHT,HCPBSSS,TSDBDCS,TSTHTSD,CSTSCDC,BCDSCSD,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/667145204385579009/667377914215530506/tiger_release_final_20200116_153351.png,Blank,"1,3,5",DSTDSHH,PDSSTTB,SBDTSDT,BCSSSDD,HPTTPTS,BPDPSCS,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
http://prntscr.com/qopifl,Hexagon,1,DSTHDHB,BBSHCHD,BBSCHST,TPCPTSS,PDTCHDD,CCDDSST,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/2515e5df39c9859b32d028b75a810fe6,Blank,"0,2,3",DSTHHHP,THTCBTT,SPDCTBH,DBTTSHD,TTTHBPD,HTBBTCS,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/666872924967403550/667299550633132042/20200116172137_1.jpg,Blank,5,DSTPTTH,TCHPSCT,PHSPTCB,HHSSSHH,HHTHHCH,PTTPHTB,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/404118915355246597/667185632530923540/20200115_175109.jpg,Blank,"1,2,5",DSTSPDT,BPTDCCH,DBCTPDT,HSTTSPB,PPDDSBB,PSPHPHC,Unverified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://media.discordapp.net/attachments/666976647320436737/666981505481965568/Destiny_2_Screenshot_2020.01.16_-_01.25.42.05.png?width=1202&height=677,Snake,5,DSTTCBH,DCHTCBC,HHBSDBS,CPDHPCS,HPPTBSC,BPHSPDH,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://imgur.com/a/tLVAnOn,Blank,"0,2",DTBBHHB,CTHTHCC,CHPDPCH,HHDHHHD,CSBCPPC,TPSBHHH,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/667487076723195914/667826313326755900/92d504b09f987ccb3b1656d7537c5395.png,Blank,"0,2",DTBBPDB,THDTBDH,DHDDDHB,DCSHTPD,BDTTPPT,DPCSBST,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/a19f04ff3b668e22e197082d2ac03409,Blank,"1,4",DTBDBPD,CPBHCPD,BBDTHCS,TTTPSSC,HDSBSTP,SPHCPTB,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
Destiny 2 Screenshot 2020.01.16 - 22.30.35.14.png,Blank,"1,4",DTBDCTD,HHDSHPH,CDPTTHS,DDCSDTB,DBSBDTS,HPCSSDS,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://imgur.com/a/RRem5QJ,Blank,0,DTBPPSH,SPBSHBD,HHHCCCH,BCCDTTD,BTDHSPP,DPCTCHC,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/667121077377564715/667189708895289374/image0.png,Blank,"0,2,5",DTBTBDS,DDBHPSH,PTHBPCC,SSPPHDB,BSTBTPD,SHDPDTT,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/7422bce650d4514d2203b46341cdfbc5,Blank,"1,2",DTBTPPP,TBBBDTD,BBTTBSS,SBHSCTC,SHPBCBC,BCTPSPT,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://imgur.com/a/MBhMJps,Blank,2,DTCBCHP,TDDSDCH,TSDHCTD,BTHCTCP,PHDSDPT,PTCTBTS,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://drive.google.com/file/d/16kKdG0DgvszHz9kXXFTf9cJRAvbbsXKR/view?usp=sharing,Blank,2,DTCBDDH,DPPDSTD,HTTSSCH,PCCSSPD,CHSHBTH,SSDCHHS,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://screenshotscontent-d2001.xboxlive.com/xuid-2533274857154757-private/2172ab39-7394-42c0-8431-68be71f95b3d.PNG?sv=2015-12-11&sr=b&si=DefaultAccess&sig=9vi85asK7oDc1xhw7G0R0HG%2F9u8wcTTPbIV4%2B832%2FZ8%3D,Blank,2,DTCBDDH,DPPDSTD,HTTSSCH,PCCSSPD,CHSHBTH,SSDCHHS,Duplicate,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,
Destiny 2 Screenshot 2020.01.17 - 00.41.02.92.png,Clover,1,DTCBHBT,TDBBSBB,HHDSTSS,SSHHPCT,BBBCTPB,SBCSSCT,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/1e8986e8155142378dfbce2dd7e5f98f,Blank,"3,5",DTCCCTT,SSCHSDH,BPCBDBH,PSTHHHB,CSPHHST,TBBSCPC,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/8c7d44163a97bc3fdff4c5e238cb589e,Blank,2,DTCCHBD,SHSTBTP,DTHTBCP,PTTBHBP,SBCSPCP,STTCSCD,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/666872924967403550/667386835785220116/tiger_release_final_20200115_101925.png,Hexagon,"2,5",DTCCPDP,HDBSPTB,PSPBPPD,CDCCTDT,SCCPPHP,HPHTTCT,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/667145204385579009/668283545734611011/image0.jpg,Hexagon,"2,5",DTCCPDP,HDBSPTB,PSPBPPD,CDCCTDT,SCCPPHP,HPHTTCT,Duplicate,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,
https://i.gyazo.com/thumb/1200/a522464aeafbc7cee8af3c8d81ad2b24-png.jpg,Blank,"1,2,5",DTCCSPC,CBBTSHP,BPHSPDH,BSBTHPH,SDDSHBS,SHDBPHH,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/666872924967403550/667431538433982465/tiger_release_final_20200116_191218.png,Blank,"3,5",DTCCTCS,PCPSHST,SPCHSCP,PSDTPPC,SSBHPBB,SPTCPTP,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/601630543888646182/667397550936031233/tiger_release_final_20200116_103939.png,Blank,"0,3",DTCDCPC,TBDHCHT,CCPDHBD,BHBSDSB,SDBPHHB,TTHPSPT,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/5924c9316a75ec7c8d1ecbfac374ae44,Blank,2,DTCDCTD,HHSHHTD,DSTHTBT,BTTSSCS,BTBTCSC,BBTPHTT,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/5924c9316a75ec7c8d1ecbfac374ae44,Blank,2,DTCDCTD,HHSHHTD,DSTHTBT,BTTSSCS,BTBTCSC,BBTPHTT,Duplicate,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,
https://cdn.discordapp.com/attachments/667865590589030401/667898991320498186/tiger_release_final_20200118_015254.png,Blank,3,DTCDHPP,DBHCDCB,SDSBHDC,DBBDTCB,BBHBSTB,BDTHBST,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://i.imgur.com/z7oCHdS.png,Blank,"1,2,5",DTCHSPC,CDBPCBS,PSTCDPT,HHHPCBH,CSPSCBD,HCTBCTH,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/666872924967403550/667267638195650561/20200116012130_1.jpg,Blank,"2,5",DTCPSTS,TCTBCTS,DDTHDPB,SCBCHTB,BDPPCCC,HTHHBTD,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://drive.google.com/open?id=1Pw3QywcUv6GM_5ZnhuS9rpJkugjwPAfY,Blank,"1,5",DTCSCTP,PHTBCSD,TTPTPHH,PPPDTCP,TPDBSCS,PPSBCTS,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/666872924967403550/666877161008791573/Untitled.png,Snake,"2,3,4",DTCTPHS,CDHDPHP,SSTPPCS,DSBDDBD,CSBPDDB,CHCDHSS,Verified,TDM,fixed holes,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/667995173762105365/668221209099370527/20200118173028_1.jpg,Clover,1,DTCTTTD,CHSTBPC,BBBBBBB,BBBBBBB,BBBBBBB,TTDBSHB,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/612785903584280583/667218688612499456/unknown.png,Blank,1,DTDBHBB,SBBPSSB,TTHHHCH,HDDBBSP,PTBCSTP,HCHTHHT,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/a3f7b1ce97de3ac854eec7f6e341de21,Blank,"1,4,5",DTDCSHB,DSCCCPB,DTDDPTB,BPCSHBC,TPPBDPS,PBBDCPT,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/360746184492580876/666993662227644426/Destiny_2_Screenshot_2020.01.15_-_16.09.14.69.png,Blank,"1,3",DTDDHSS,THHHCCH,DBTPDTS,DDCSCDS,PCHTCSS,STHDBBC,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/572181812898430997/667519412705951754/save.png,Blank,"1,2",DTDHDCP,CPSDDTP,TCDSSPD,TDDPTBC,PPBPHHP,SCHTCDB,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://images-ext-2.discordapp.net/external/_Jm7jIm47JMIDxooqhOPar0EIbu5wcPePEAp8FFhtUA/https/i.gyazo.com/thumb/1200/914c0ad6bdd9e8f64cb74dc1947474f7-png.jpg,Hexagon,1,DTDHPPP,CDBDBBS,CDPHHBB,BHTSTTB,BTCSBDH,PCPCCBT,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/177604429565001728/667157795174612992/unknown.png,Blank,5,DTDPHPC,DTBDCPP,SSHTHHB,DTBDBPD,DCPPDDD,HCPPCBD,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://drive.google.com/open?id=1obrc26PSiKlC3s0aZ2pblwN2AdyWousb,Blank,"0,1,2,5",DTDTBHB,BHPHSDB,DPCPHBD,SPSDCBT,BSPCSTC,TDTHPDP,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/668322557627203584/668346321052237824/unknown.png,Blank,"0,1,2,5",DTDTBHB,BHPHSDB,DPCPHBD,SPSDCBT,BSPCSTC,TDTHPDP,Duplicate,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,
https://media.discordapp.net/attachments/492827295627608074/667466779844673546/tiger_release_final_20200116_152800.png?width=937&height=528,Blank,"2,5",DTDTCCB,TTTTPDT,SPPHBCS,TTDCBTB,TPTHBBB,STBHCCC,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://drive.google.com/open?id=1EhcUSSJ55BgFxJV6tgAf7VYm1BET2eom,Blank,"1,4",DTDTDBD,DBPCCBP,THTPDBC,PDSPBDH,DBDHHPT,CCDPCTS,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/661792856511348740/667209145052561409/tiger_release_final_20200115_223009.png,Blank,3,DTDTTTH,BCCTHCS,THDSHBS,HSCTHCB,PBHDCDD,SBTHCBT,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://media.discordapp.net/attachments/666872924967403550/667073501039165480/tiger_release_final_20200115_180235.png?width=960&height=540,Snake,"2,5",DTHBCCS,BDTTPPT,HBDTTST,DHHBDPD,CSSDTDP,CPHTSPD,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://drive.google.com/file/d/1vGalkF63omkwO7R1_XZ2GHFA2NsvfCQK/view?usp=sharing,Blank,"0,2,3",DTHCPHC,PTTSCPC,DPSPDBH,PTCTSHT,TPHPTPD,TBCDHTD,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/a016039d628a3860e0d484adde34b6da,Blank,"1,2,4",DTHHCPP,HTTSSCH,DTTTCSB,HBHSDBS,TPTDSHP,SPBCDSH,Unverified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/667777756435841025/667778146413576212/tiger_release_final_20200117_112338.png,Plus,1,DTHPBHT,HSDDHDB,DSTPDSC,HBSDBST,SHSHTPH,HHSDTCP,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/dc714e8c25c3801b418b5349c368c51d,Blank,2,DTHPPDS,TPBTSPD,DHSBHTD,BSBHDTC,PTHCTDP,DPCTBHC,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/667849167728541706/667867893513453588/IMG_20200117_153845.png,Diamond,1,DTHTCSD,BDCDHSC,CHCTBHC,CBTCDDC,SPCSHBT,DSTSTTP,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/53eac1f9f5547fe64425297e388036ba,Blank,4,DTHTPCC,TSPDCSS,HTCDHHP,DBCDSDH,SHCSDHB,BBSHBHP,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/667156414145495042/667156482378170423/tiger_release_final_20200115_234854.png,Blank,"3,5",DTHTSHT,SSHHPSS,SDTSPCB,HPPHTPS,SCDSTDT,SHBPPSH,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://drive.google.com/open?id=1Ot_osmxrCnqe72bjRfa5swQc_7OYz9lc,Blank,"2,5",DTPBPCS,CPDBDSP,SPSTHCH,BPTTTPH,SBSDHTT,PDSTHHP,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://cdn.discordapp.com/attachments/667865590589030401/667868174636548096/tiger_release_final_20200118_000443.png,Plus,"4,5",DTPBPSS,BTSTHPB,TTBBHDP,HSTSDCH,CTDSPSH,TTDHCHB,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
https://gyazo.com/7532e8091f02c50a02d7c90278f8b1ae,Blank,"4,5",DTPCTSB,SPBHHBT,CSTBCCB,PPSSSSB,DSHHDDH,THBHTTC,Verified,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
